firstname,lastname,city,born,phone,email
Israel,Staaf,Sjunnen,2003-09-12,555413852,israel.staaf@sjunnen.se
Estelle,Ask,Torestorp,2004-11-15,555708008,estelle.ask@torestorp.se
Noa,Thunberg,Gårdstånga,1997-02-19,555285161,noa.thunberg@gardstanga.se
Miran,Näslund,Björköby,1999-11-29,555430212,miran.naslund@bjorkoby.se
Cindy,Stefansson,Burträsk,2004-09-07,555512301,cindy.stefansson@burtrask.se
Joni,Söderholm,Alsterbro,1999-07-28,555159242,joni.soderholm@alsterbro.se
Evelin,Rosvall,Rödån,1999-02-15,555069898,evelin.rosvall@rodan.se
Elli,Lans,Oxhalsö,1999-10-23,555985111,elli.lans@oxhalso.se
Kira,Rasmussen,Hortlax,1992-05-27,555590751,kira.rasmussen@hortlax.se
Rayan,Johansen,Hunnestad,2002-05-13,555431042,rayan.johansen@hunnestad.se
Vera,Hellberg,Jung,1998-10-01,555990375,vera.hellberg@jung.se
Kalle,Gradin,Oxelösund,2000-05-26,555126289,kalle.gradin@oxelosund.se
Alvar,Knutsson,Hunnestad,1997-11-02,555629797,alvar.knutsson@hunnestad.se
Freyja,Nygren,Sibo,2004-08-28,555464549,freyja.nygren@sibo.se
Carolina,Forsmark,Västra Ämtervik,2003-09-06,555697098,carolina.forsmark@vastra_amtervik.se
Valencia,Hedvall,Strömstad,2005-01-07,555567326,valencia.hedvall@stromstad.se
Sanna,Petersson,Norra Visby,1997-09-02,555745901,sanna.petersson@norra_visby.se
Morgan,Bohlin,Nykyrka,1992-06-12,555694650,morgan.bohlin@nykyrka.se
Hoda,Sundén,Lövstalöt,2000-02-20,555284634,hoda.sundén@lovstalot.se
Alexsandra,Lindén,Bjärlöv,2009-01-22,555487148,alexsandra.lindén@bjarlov.se
Lowa,Zetterlund,Karlsborg,2009-07-29,555051284,lowa.zetterlund@karlsborg.se
Botvid,Berglund,Alster,2004-08-30,555103716,botvid.berglund@alster.se
Manuel,Rosberg,Ytterby,2000-01-27,555160765,manuel.rosberg@ytterby.se
Donya,Wihlborg,Hagfors,1991-05-21,555567658,donya.wihlborg@hagfors.se
Morgan,Lagerström,Boda,1993-02-05,555459169,morgan.lagerstrom@boda.se
Kiara,Berggren,Horn,2007-11-08,555691553,kiara.berggren@horn.se
Noak,Lidman,Färjestaden,1994-09-18,555272746,noak.lidman@farjestaden.se
Vilja,Nordstrand,Björneborg,1991-02-30,555305309,vilja.nordstrand@bjorneborg.se
Maryam,Hjort,Köinge,2003-12-14,555616899,maryam.hjort@koinge.se
Lycka,Ljungström,Strålsnäs,1992-01-09,555164952,lycka.ljungstrom@stralsnas.se
Zara,Sigfridsson,Stora Mellösa,2000-11-26,555685751,zara.sigfridsson@stora_mellosa.se
Stina,Rahm,Blomstermåla,1991-04-27,555187160,stina.rahm@blomstermala.se
Svante,Ramberg,Parksidan,2005-07-28,555995896,svante.ramberg@parksidan.se
Lex,Modin,Svärdsjö,2009-07-22,555061546,lex.modin@svardsjo.se
Danny,Åhlander,Mölnbo,2001-11-01,555113806,danny.ahlander@molnbo.se
Isabel,Berglin,Oxhalsö,1991-09-21,555559558,isabel.berglin@oxhalso.se
Ingemar,Sandell,Bergströmshusen,2003-06-09,555646916,ingemar.sandell@bergstromshusen.se
Joseph,Björling,Riddarhyttan,2009-03-12,555667137,joseph.bjorling@riddarhyttan.se
Linnea,Nordvall,Skellefteå,1994-04-22,555776486,linnea.nordvall@skelleftea.se
Dania,Johansson,Vetlanda,2001-12-03,555763402,dania.johansson@vetlanda.se
Petter,Bruhn,Harads,1991-05-07,555321131,petter.bruhn@harads.se
Alvar,Kristensson,Strandskogen,2004-01-23,555673801,alvar.kristensson@strandskogen.se
Filippa,Gidlund,Falköping,2006-11-07,555924576,filippa.gidlund@falkoping.se
Jens,Åkerström,Blåsmark,1995-01-26,555494420,jens.akerstrom@blasmark.se
